	BP4	BP5	BP6	BP7	BP8	BP9	DBS1.1	DBS1.2	DBS1.3	DBS2.1	DBS2.4	DBS2.5	DS3	DS4	DX1	DX2	DX4	Fk1	Fk2	Fk3	Fk4	Fk5	HSP1	HSP2	JA1	JA2	JA3	JA4	JA5	JA6	LL2	LL3	LL4	LL6	LL7	LSA1	LSA2	LSA3	LSA4	LSA5	MAS1	MAS2	MAS3	MAS4	MAS5	SKS1	SKS3	SKS4	SKS5	TL1.1	TL1.2	TL1.3	TL1.4	TL1.5	TL2.1	TL2.2	TL2.3	TL2.4	TL2.5	WH1	WH2	WH3	WH4	WH5	WY1	WY2	WY3	WY4	WY5	YF1	YF2	YF3	YF4	YF5	YP1	YP2	YP3	YP4	YP5	YS1	YS2	YS3	YS4	YS5	ZJ1	ZJ2	ZJ3	ZJ4	ZJ5	ZJ7
ASV0130	339	222	88	87	81	222	95	39	113	57	3	95	21	7	8	1	7	1	1	2	4	0	0	0	35	39	1	0	0	11	20	15	35	23	33	7	0	5	4	3	18	1	6	12	11	197	8	60	225	0	2	0	1	4	0	0	0	0	0	0	5	1	0	0	26	53	36	32	29	4	1	0	0	1	0	2	9	7	1	6	3	0	1	3	101	20	40	51	75	44
ASV0137	2	3	8	0	2	1	11	7	9	10	5	57	0	4	0	2	0	3	13	15	7	5	162	71	0	0	0	0	0	0	0	6	5	8	5	29	45	20	29	23	111	60	64	68	56	8	10	31	19	46	98	22	18	64	31	133	207	98	126	65	53	47	36	60	3	8	5	2	4	6	32	89	31	36	1	0	2	2	0	75	54	19	25	15	8	6	3	1	5	2
ASV0153	10	2	6	9	1	2	98	13	90	100	0	31	6	3	945	14	103	0	0	2	4	1	0	2	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	2	1	4	5	8	2	9	2	2	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	47	165	102	36	86	63	5	0	1	0	12	0	13	180	1	2	0	0	0	0	0	0	0	3	2	2
ASV0154	0	2	0	0	0	0	87	68	97	21	0	17	161	256	245	0	46	0	0	0	0	2	34	0	3	2	12	4	12	4	0	0	2	0	0	14	5	4	7	5	0	21	2	0	0	4	0	1	3	6	0	176	207	31	1	0	5	16	2	1	0	0	0	0	0	3	0	0	3	0	0	0	1	0	1	0	0	0	0	16	174	137	153	102	0	0	0	0	0	0
ASV0158	46	27	263	44	52	80	29	32	45	39	26	19	4	2	61	82	9	10	0	21	103	70	0	0	25	7	2	0	3	2	1	1	0	3	3	8	8	16	4	15	99	82	71	63	310	27	5	7	33	0	2	1	1	1	0	1	0	0	0	2	145	0	0	0	8	20	21	3	13	49	4	1	1	0	0	0	0	22	0	3	0	0	0	0	0	0	1	1	3	1
ASV0169	1	0	4	4	2	0	30	27	33	0	0	16	36	45	0	0	3	0	0	0	0	0	1	0	84	57	110	99	95	145	86	124	225	165	275	1	2	0	2	3	7	0	2	4	5	4	6	4	173	1	1	2	0	2	0	0	0	0	0	0	3	0	0	0	7	1	5	3	2	11	5	0	1	1	0	2	5	1	1	12	5	0	2	4	5	19	43	30	13	7
ASV0171	51	67	136	119	158	117	112	59	42	3	0	6	4	1	5	3	0	0	0	0	2	0	0	0	0	1	0	2	0	0	99	126	107	106	89	1	4	4	2	3	4	1	0	3	0	4	0	1	2	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	5	3	4	5	0	1	0	0	0	0	2	0	2	3	0	0	0	2	0	0	182	50	66	66	71	124
ASV0188	4	67	17	13	13	20	9	23	25	0	0	1	11	19	16	42	19	1	0	0	7	7	0	0	212	338	8	14	1	10	49	150	221	81	215	4	0	2	3	0	2	2	2	1	5	18	4	1	4	0	0	1	0	0	0	0	0	0	0	1	0	0	7	0	9	4	5	4	2	2	3	0	0	3	0	0	0	0	5	6	3	0	1	0	3	3	4	4	2	3
ASV0191	7	1	0	0	2	0	11	5	5	2	10	14	5	0	0	2	0	1	30	13	16	26	1	28	0	0	0	0	0	0	1	5	0	0	4	17	26	19	10	18	270	128	142	122	338	2	3	0	1	0	2	0	0	3	0	7	18	4	6	0	191	2	0	2	11	12	8	9	12	1	0	0	1	0	0	0	2	0	8	3	17	43	12	4	0	0	0	0	0	1
ASV0208	0	0	1	1	1	3	26	33	32	0	1	29	2	4	2	0	0	48	10	3	13	11	1	0	0	0	0	0	0	0	1	0	0	2	0	83	154	163	140	247	27	2	4	9	11	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	4	0	0	0	3	0	0	1	2	3	67	37	94	189	0	3	4	0	7	1	8	5	0	0	2	0	0	1	2	0
ASV0233	0	3	3	4	2	2	9	24	14	0	3	6	4	4	7	9	9	7	7	0	1	11	0	0	22	25	16	33	34	18	1	8	0	9	7	11	24	16	15	21	65	54	94	29	58	4	2	0	62	0	0	0	0	16	0	0	0	0	0	0	31	0	0	0	117	5	8	3	4	6	14	3	13	9	5	3	14	17	15	2	8	2	0	0	30	17	44	45	29	10
ASV0234	0	2	1	2	1	0	59	23	28	9	28	0	0	2	21	30	10	55	28	8	49	32	0	0	4	1	0	0	4	0	0	2	0	0	2	3	0	5	0	0	26	8	20	120	98	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	12	0	0	0	6	7	5	4	5	39	3	0	1	2	51	260	23	72	21	0	2	3	0	3	5	0	4	5	2	0
ASV0265	5	8	1	0	2	1	0	0	0	1	1	0	2	0	20	3	3	0	0	2	7	12	0	0	2	0	2	0	0	0	0	2	0	0	0	33	39	57	37	24	10	3	8	1	6	3	2	0	0	4	2	0	0	81	0	0	0	0	0	0	13	0	0	0	1	0	0	0	1	10	91	13	13	502	0	1	0	0	0	5	1	0	0	0	0	3	2	0	1	0
ASV0291	0	0	4	2	0	0	18	13	5	0	0	118	0	0	23	28	21	2	4	4	3	22	0	1	13	10	17	18	22	4	0	1	3	0	0	2	0	0	0	0	25	56	46	113	47	4	7	14	26	0	0	1	0	3	0	0	0	0	0	0	26	0	1	0	0	4	0	0	2	24	26	19	28	3	0	3	8	0	7	0	18	13	11	4	2	1	1	2	3	2
ASV0318	2	0	3	0	0	2	0	2	3	0	0	3	6	5	2	1	4	0	0	0	0	0	203	131	3	2	0	0	0	0	0	0	1	0	0	8	4	2	1	8	3	3	1	0	0	3	1	0	0	1	1	0	0	0	30	6	5	3	2	160	1	48	87	4	0	2	2	0	0	0	2	3	0	2	0	1	0	2	0	18	9	0	0	0	3	0	2	2	2	0
ASV0335	10	4	32	4	4	9	1	0	6	2	0	11	2	5	1	0	1	0	0	0	0	1	0	0	0	2	2	0	4	0	7	4	7	1	3	0	0	0	1	0	69	14	37	57	56	3	2	2	0	0	0	0	0	2	0	0	0	0	0	0	35	0	0	0	1	5	2	5	4	18	5	0	0	0	10	41	62	22	23	5	1	3	1	0	59	2	11	10	25	2
ASV0361	14	17	6	9	12	17	23	34	20	18	1	6	32	22	101	3	16	0	0	0	3	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	2	0	8	9	4	45	1	11	1	3	5	1	0	1	0	0	0	0	0	0	0	0	10	0	0	0	6	8	5	5	5	0	0	1	0	0	6	0	3	3	0	12	82	11	10	15	0	0	0	0	0	4
ASV0444	0	0	0	0	1	0	14	6	3	0	0	7	6	3	3	1	0	0	1	0	2	0	1	0	3	1	19	5	14	3	0	0	0	0	0	4	5	1	5	0	20	24	10	34	11	7	2	0	3	2	0	0	0	111	0	0	0	0	0	0	13	0	0	0	2	7	7	0	4	8	4	6	2	4	3	5	22	0	11	3	2	6	7	3	2	4	2	1	2	0
ASV0526	2	6	14	7	4	16	4	4	4	0	1	6	2	6	50	2	13	1	0	0	1	1	0	0	4	1	1	1	3	0	25	21	26	8	5	0	2	3	4	4	6	3	4	2	7	5	0	2	10	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	11	3	0	1	2	0	1	0	0	1	0	0	1	0	0	2	5	4	5	0	8	1	1	0	9	0
ASV0010	3	0	0	0	0	1	0	0	0	0	572	0	0	0	469	412	65	1166	2378	1117	915	704	9	10	4	4	1	0	1	5	0	0	0	2	0	45	10	40	46	29	0	0	0	0	0	6	3	4	0	16	13	4	0	343	2	350	701	342	230	0	0	1	2	226	62	236	219	109	90	0	145	18	57	158	1301	2807	7892	744	15744	63	151	411	479	353	8	7	9	6	8	0
ASV0044	36	63	179	152	100	111	0	0	0	0	0	0	4	4	2	3	2	0	0	0	0	0	2	2	1	3	5	6	2	2	518	638	945	536	476	5	9	2	3	1	2	6	1	4	4	6	8	2	2	2	3	2	2	1	0	0	0	0	0	2	0	0	0	0	8	6	10	9	3	2	6	3	1	3	7	2	1	2	0	0	2	3	1	0	1151	938	1116	1059	1017	488
ASV0047	0	0	1	2	2	0	362	221	148	1263	0	155	114	94	328	20	23	0	0	0	0	0	6	3	0	0	2	0	0	0	1	0	0	0	0	63	24	61	35	29	286	354	380	106	264	27	3	9	133	0	0	3	6	48	0	0	0	0	0	0	328	0	1	0	237	182	306	73	197	0	0	0	0	0	2373	0	0	401	0	1	38	134	143	104	0	0	0	1	0	1
ASV0048	23	100	292	113	155	135	1	0	0	0	0	0	11	10	62	8	8	0	0	0	0	0	6	2	6	8	3	6	6	7	255	660	442	788	671	5	3	3	3	1	8	4	0	2	2	6	3	3	11	3	1	2	1	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	7	4	2	5	6	1	2	2	3	3	3	0	4	2	4	991	358	1192	1025	1083	476
ASV0054	0	0	10	0	0	0	3	9	10	0	0	37	0	0	0	1	2	3	14	4	28	95	9	0	12	26	151	509	3760	15	7	7	2	16	7	0	1	0	0	0	217	125	62	553	201	0	4	5	2	0	0	0	0	1	2	85	144	91	63	0	158	0	0	22	0	0	1	4	2	35	450	206	861	337	1	2	13	4	1	18	24	51	13	5	0	0	0	0	0	0
ASV0058	2	3	5	0	3	9	0	0	0	0	0	0	0	1	33	13	7	0	0	0	0	0	3	3	348	433	989	585	1589	212	1	3	1	4	4	0	1	1	1	1	5	0	0	0	0	12	14	13	11	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	1	2	8	6	5	11	9	154	228	143	74	536	480	307	51	67	50	12	434	11	16	5	1006
ASV0081	55	31	7	0	9	18	13	7	14	67	252	39	420	426	4	1	2	2	0	104	30	13	0	3	2	1	0	0	4	3	0	0	0	0	0	2	5	8	2	1	0	0	3	1	0	1163	391	870	532	2	0	1	1	0	1	0	1	0	1	59	2	60	108	0	46	64	49	49	39	28	9	6	3	2	7	1	0	0	0	7	24	14	5	36	0	0	0	0	0	0
ASV0104	46	61	129	107	46	82	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	4	0	1	2	1	1	170	164	188	117	105	2	2	1	5	0	17	4	11	61	26	1	1	0	2	0	3	0	2	1	0	0	0	0	0	0	3	0	0	0	1	1	1	6	5	6	2	1	0	0	1	1	0	4	0	0	2	0	0	2	683	293	341	362	405	410
ASV0109	11	5	11	14	14	6	6	8	42	5	0	141	1	0	2	9	12	0	0	3	0	2	1	0	11	42	70	100	143	25	0	0	0	0	0	0	0	0	0	0	31	35	8	2	7	14	64	311	108	0	0	0	0	0	8	0	0	0	0	139	59	55	145	0	1	0	0	1	2	13	10	24	23	12	2	0	2	2	0	146	254	4	2	14	220	162	244	274	248	196
ASV0117	2	3	6	1	2	8	15	28	24	11	176	22	0	2	0	0	0	195	374	506	327	310	0	1	2	0	2	0	0	0	0	10	2	2	0	0	0	0	0	0	98	134	172	28	26	3	0	0	1	1	6	0	2	126	1	24	66	32	10	0	184	4	5	5	0	5	3	1	0	11	59	32	18	59	1	31	28	71	10	0	2	1	2	7	0	0	1	1	0	1
ASV0132	15	30	28	30	26	37	10	12	32	2	0	399	0	1	5	7	27	0	0	0	0	1	0	0	15	36	57	33	26	95	64	85	84	78	82	0	1	0	2	1	15	1	3	4	17	21	86	318	321	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	17	8	8	3	13	15	6	0	0	0	4	5	9	1	2	17	26	6	4	1	100	34	89	67	99	64
ASV0155	3	1	3	10	4	5	30	38	21	1	1	120	11	4	2	3	4	7	0	8	19	22	0	0	112	80	229	153	453	11	0	1	1	2	1	2	6	6	0	6	59	71	82	64	79	5	5	5	31	0	0	0	0	0	0	0	0	0	0	1	192	0	0	0	18	4	5	6	0	1	2	1	0	3	3	10	9	15	5	0	3	4	11	8	16	8	14	13	16	25
ASV0173	0	0	0	0	2	0	0	0	0	2	0	9	7	5	1	0	2	0	0	0	0	0	2	3	1	3	3	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	2	0	2	1658	11	3	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	26	58	52	44	47	0	2	2	0	0	2	1	0	4	0	0	1	2	1	1	1	1	2	1	4	0
ASV0189	7	5	8	3	5	3	2	0	0	1	18	4	6	5	19	26	9	38	56	35	41	16	0	0	0	0	0	0	0	0	8	2	3	4	0	161	223	245	100	114	23	47	39	10	7	18	0	0	22	53	47	41	33	10	0	1	1	2	0	0	39	0	0	0	3	6	7	0	3	1	2	0	3	13	0	8	17	0	9	2	0	1	13	28	0	1	0	0	0	0
ASV0201	9	3	4	0	2	4	2	0	0	1	1	15	7	8	0	0	0	0	7	5	2	4	0	0	3	0	1	1	0	0	3	0	3	4	2	83	68	58	28	48	87	131	123	58	46	1	0	0	0	20	15	9	4	15	1	97	115	124	102	2	68	0	0	28	1	0	4	3	0	3	2	1	4	4	3	2	2	1	1	41	28	4	17	22	3	0	0	0	0	4
ASV0215	2	0	3	0	0	3	148	83	207	36	1	61	39	32	0	0	0	0	1	3	1	0	0	1	3	0	0	0	1	0	0	0	0	0	0	3	3	2	2	6	11	5	4	8	2	0	3	0	3	0	0	0	4	2	0	2	2	1	0	0	10	1	0	1	0	0	1	0	2	44	218	42	80	167	1	0	1	4	1	2	14	3	11	55	0	0	2	0	2	0
ASV0243	4	0	6	4	1	10	245	118	135	57	4	92	15	21	0	1	2	0	0	0	6	0	0	0	0	0	1	0	0	1	0	0	0	0	2	4	0	0	0	0	53	18	14	9	138	91	9	0	23	0	0	0	0	1	0	0	0	0	0	0	18	0	0	2	0	12	2	0	11	15	0	0	0	0	0	0	8	5	1	2	0	2	1	2	0	0	0	0	0	0
ASV0510	18	16	35	23	14	14	7	13	9	0	0	1	2	4	3	0	0	1	6	3	4	2	0	0	0	0	0	0	2	0	16	6	11	4	2	2	0	0	2	0	10	13	13	27	9	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	12	0	0	0	3	3	8	4	3	9	0	0	0	0	3	6	2	7	4	0	5	0	0	0	0	0	0	0	0	0
ASV0016	14	9	21	7	6	5	1284	2426	1083	25	43	218	0	0	6	12	11	91	6	17	72	37	0	0	11	9	15	10	12	8	0	0	3	2	1	0	0	0	0	0	122	42	55	709	72	223	26	53	84	0	0	0	0	338	0	0	0	0	0	0	69	0	0	0	0	1	0	6	0	100	1581	421	870	3473	1350	9	107	809	47	26	384	4756	4833	4276	16	11	18	22	24	0
ASV0042	6	3	6	7	7	17	0	0	0	0	0	0	2	5	0	3	0	0	0	0	0	0	1	0	68	37	29	20	12	26	1706	1235	1560	1052	1020	7	4	0	3	4	2	4	0	1	3	0	1	0	0	3	2	3	2	3	0	0	0	0	0	0	0	0	0	0	5	9	11	6	9	2	0	2	1	2	0	0	3	0	0	0	2	0	0	3	698	791	460	408	442	822
ASV0072	142	186	71	57	57	139	249	504	944	70	2	20	1967	1560	0	0	0	1	0	3	1	0	0	0	0	2	0	0	0	0	9	13	10	8	5	1	2	3	1	1	2	1	0	0	4	23	12	11	39	0	0	1	0	0	1	0	2	0	0	4	0	0	1	0	24	34	26	36	27	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	2	0	0	8
ASV0075	5	6	13	24	4	13	546	964	436	743	22	57	66	0	1	0	1	39	2	25	507	35	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	5	54	5	553	53	124	108	0	0	0	0	0	2	3	0	1	0	0	30	0	1	0	361	143	433	359	74	251	58	2	4	16	0	2	1	0	9	2	0	1	0	10	1	2	3	0	0	3
ASV0077	5	7	0	0	5	1	0	0	0	0	0	0	1	1	2	2	0	0	0	0	0	0	0	1	0	2	2	0	3	0	54	71	27	174	97	0	0	0	2	1	0	0	1	0	3	28	318	1191	454	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	7	0	2	18	4	2	0	4	1	3	1	1	3	3	2	0	8	5	574	569	465	614	523	390
ASV0089	6	3	15	6	32	21	0	0	4	0	0	0	8	5	0	0	0	0	0	0	0	0	1	0	81	147	45	36	16	139	620	631	918	317	387	0	2	2	0	2	5	5	6	0	5	0	4	0	1	2	2	3	2	1	0	0	0	0	0	0	0	0	0	0	5	7	11	7	2	1	0	4	0	1	3	0	0	0	0	0	1	0	1	0	172	164	176	180	207	136
ASV0110	0	2	0	0	0	0	4	2	5	16	176	4	0	0	17	10	5	441	218	145	402	233	4	1	0	2	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	5	3	5	4	0	2	4	2	93	2	1	0	0	2	0	5	1	1	0	0	0	0	0	0	9	5	0	0	4	265	195	111	735	344	2	7	4	10	2	2	1	2	3	1	0
ASV0115	0	0	0	0	0	0	10	4	10	14	0	30	5	1	4	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	2	1	0	2	6	12	2	2	285	446	278	847	284	0	0	0	0	11	6	19	54	176	0	1	4	3	4	0	433	0	0	2	8	14	8	2	21	135	33	1	7	29	17	40	18	64	2	0	0	0	3	2	2	0	0	0	0	3
ASV0119	0	0	0	0	0	0	23	40	8	27	37	56	0	0	44	24	54	26	6	9	45	47	4	5	0	0	0	0	0	1	0	0	0	0	0	3	1	4	4	3	143	231	203	220	264	5	3	0	1	0	0	1	1	54	1	2	0	2	3	0	157	0	0	2	0	0	2	0	0	62	36	4	20	32	288	581	120	140	75	2	8	18	20	23	3	0	0	1	0	0
ASV0121	37	177	96	90	68	123	0	2	16	0	0	0	8	1	1	1	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	3	4	0	0	0	1	0	2	1	2	6	5	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	3	1	10	1	1	3	1	0	2	1	2	1	3	3	1	22	13	4	4	2	92	359	628	503	630	148
ASV0140	40	20	53	16	26	15	0	0	7	3	38	8	2	4	0	0	0	26	0	17	11	0	0	0	0	0	1	0	1	0	4	2	2	5	3	2	4	3	2	0	3	2	7	2	1	396	0	0	4	3	0	0	2	1	0	0	0	0	0	0	2	0	0	0	205	273	358	455	426	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	3	0	0	1	1	2
ASV0144	0	0	0	0	0	0	27	9	11	0	27	1	27	14	57	44	16	8	130	183	50	112	0	0	68	16	93	42	143	4	1	2	1	1	0	133	127	241	99	214	53	51	63	99	37	0	0	0	0	0	0	2	0	17	0	0	0	0	0	0	109	0	0	0	4	11	5	1	6	0	27	2	10	20	0	0	0	0	7	1	0	0	0	0	0	1	0	1	0	0
ASV0157	13	16	5	7	8	19	0	2	3	0	546	3	32	40	3	3	3	3	0	297	1	0	2	1	1	1	5	1	2	2	0	3	2	1	0	0	0	0	0	0	0	0	0	0	0	601	242	35	7	0	0	0	0	0	1	0	0	1	0	0	2	0	26	0	35	42	41	48	35	0	0	5	1	3	0	0	0	0	0	0	0	0	0	2	4	1	3	3	4	0
ASV0160	0	0	0	0	0	0	2	1	4	4	46	23	0	0	9	0	1	332	205	38	115	41	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	43	13	12	87	44	2	0	0	2	0	0	0	1	8	0	0	0	0	1	0	24	0	0	0	0	0	0	2	2	23	10	4	2	8	28	336	260	73	312	2	2	3	0	0	0	0	2	0	2	0
ASV0198	0	0	1	6	4	2	13	9	30	0	30	3	6	3	3	0	0	46	105	62	43	70	0	0	3	0	18	2	22	0	1	2	2	3	2	0	0	2	0	0	52	216	109	255	60	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	166	0	0	1	0	4	1	1	2	0	0	0	0	0	0	45	8	141	19	0	0	0	0	3	2	2	0	0	0	2
ASV0227	3	0	0	0	2	5	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	1	0	4	0	1	0	0	40	100	91	102	46	0	0	4	0	0	1	0	0	77	0	3	1	0	0	1	80	0	0	0	0	1	2	2	1	1	0	1	0	3	7	22	114	474	45	0	0	4	0	2	0	0	2	1	2	0
ASV0230	23	47	165	265	483	106	0	0	0	0	11	0	2	3	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	1	3	4	0	0	0	3	0	0	0	0	2	0	59	24	3	5	3	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4	1	1	4	2	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2
ASV0286	0	4	0	0	0	1	3	6	11	35	0	13	7	0	2	0	0	0	0	0	0	0	24	29	2	0	1	0	0	1	0	0	0	0	0	3	20	7	5	10	2	1	0	0	2	2	2	5	10	0	2	0	0	0	53	92	59	54	95	15	1	100	33	40	1	0	2	1	2	15	51	28	30	38	0	0	0	0	0	2	0	4	1	0	0	0	2	0	0	2
ASV0304	4	0	0	0	0	4	6	9	3	5	6	3	16	17	0	0	0	11	37	12	13	23	0	0	3	0	1	0	1	0	0	1	0	0	0	42	48	42	25	36	41	53	34	89	28	1	3	6	13	0	0	2	0	16	0	0	0	0	0	0	36	0	0	0	0	2	0	0	1	1	20	0	0	20	16	17	26	24	31	0	0	1	7	5	0	0	0	0	0	0
ASV0323	0	0	0	0	1	0	25	10	13	6	28	4	4	4	0	3	2	49	21	32	55	27	0	0	0	0	0	0	0	0	0	0	0	1	0	9	10	9	10	13	30	43	27	36	31	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	23	0	0	0	0	0	0	3	0	21	3	3	5	3	7	95	34	22	38	0	0	3	7	1	0	0	0	1	0	0
ASV0368	0	0	0	0	0	0	7	3	4	6	25	4	0	2	0	0	0	10	49	20	54	54	2	0	0	2	0	0	1	0	1	0	0	0	0	4	10	1	7	2	9	11	3	5	1	0	0	0	0	10	33	16	14	48	0	7	2	4	12	0	4	0	0	1	0	0	2	2	0	0	1	0	0	0	3	96	5	31	5	0	1	3	6	15	3	0	0	0	0	0
ASV0389	0	4	3	0	0	1	2	0	3	12	8	2	51	38	1	0	3	0	0	0	2	0	2	4	0	0	1	0	0	0	0	3	4	1	0	3	2	1	1	5	0	0	4	0	0	0	0	0	0	17	8	3	2	6	11	0	0	0	0	188	3	22	135	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	10	0	2	5	0	0	1	0	0	0
ASV0498	0	0	0	0	0	0	22	16	4	15	6	1	1	2	4	0	3	13	7	1	10	15	0	0	5	4	4	6	6	1	2	0	0	0	0	0	3	0	0	4	23	19	12	23	31	6	2	0	11	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	1	2	0	0	0	5	2	36	2	21	0	4	5	8	0	0	1	0	1	0	0
ASV0716	0	0	0	2	1	0	0	0	0	6	0	1	0	0	2	0	1	7	0	0	8	4	0	0	0	0	0	0	2	0	1	4	2	0	0	0	0	0	0	0	0	2	3	2	1	2	5	0	1	2	0	0	0	0	0	1	3	1	0	5	0	0	1	3	0	1	0	2	2	2	0	0	1	2	9	7	11	3	36	27	18	5	1	11	0	0	0	0	2	0
ASV0012	3	1	0	1	2	0	1456	647	493	2522	1279	1702	0	0	142	34	29	2083	675	757	2011	1924	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1001	1604	1908	1065	1467	8	2	0	0	19	19	21	24	1048	3	0	0	0	0	2	1811	8	4	10	2	5	62	42	0	3911	479	31	152	484	1612	663	929	1106	0	2	7	27	17	27	0	1	4	2	0	3
ASV0015	4	1	1	0	2	0	21	17	22	12	0	15	8	12	6500	2374	1724	0	0	0	0	0	18	8	196	56	73	29	139	24	22	8	34	1	4	0	0	0	0	0	0	0	0	2	3	44	23	28	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	92	73	24	15	15	1462	5130	6511	2595	2988	29	50	39	29	22	75	24	33	28	45	18
ASV0038	4	9	1	8	3	2	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	367	87	1	0	0	0	0	0	0	7	0	3	3	15	31	31	26	10	0	2	0	0	0	21	4	3	12	1837	2906	1330	1739	791	908	362	337	324	195	67	32	72	149	112	31	56	54	67	65	0	14	17	9	14	0	0	0	0	0	0	11	263	289	224	0	0	0	0	0	0
ASV0079	801	572	706	696	591	910	96	37	28	4	0	0	12	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	28	45	45	45	42	8	11	6	10	14	5	5	2	3	8	0	0	0	1	2	4	1	3	3	0	0	0	0	0	2	0	0	0	0	44	67	73	54	75	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	41	15	39	20	25	28
ASV0084	0	0	0	0	0	0	254	213	275	144	5	60	0	0	0	18	2	3	0	1	11	13	6	0	1	1	7	2	22	1	0	0	0	0	0	1	4	2	4	0	293	479	643	314	569	12	0	0	12	2	0	239	238	58	0	0	61	26	0	0	382	0	0	2	7	4	0	1	1	40	21	2	13	27	4	0	16	29	2	14	121	62	69	122	0	0	0	0	0	0
ASV0088	4	3	3	0	0	2	38	40	32	0	97	9	0	0	10	6	0	76	581	383	296	343	6	8	0	0	0	0	0	0	0	0	0	0	0	14	0	12	0	0	348	518	347	233	189	2	0	1	54	0	0	0	0	296	0	0	0	0	0	0	232	1	1	0	0	6	4	3	0	11	34	14	17	31	0	125	68	65	16	0	0	6	3	1	0	0	0	0	0	0
ASV0095	0	0	0	0	0	0	0	0	0	0	1	0	0	11	2335	140	30	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0	0	0	31	23	21	71	74	0	0	0	0	0	0	2	1	2	127	479	42	31	166	0	173	55	145	55	0	0	0	0	29	3	1	1	0	0	1	8	5	4	2	4	6	3	0	1	13	19	51	32	18	0	1	2	0	0	0
ASV0098	0	3	1	0	0	0	0	0	0	0	0	0	1	2	1	1	0	0	0	0	0	0	2	1	19	13	63	64	142	1	325	233	294	113	112	1	0	3	1	2	0	0	0	0	0	4	2	10	3	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	6	1	0	3	0	2	3	2	1	0	1	0	3	0	4	3	0	760	270	350	388	426	432
ASV0099	0	0	3	0	0	0	0	0	0	0	0	0	41	23	4	69	132	0	0	0	0	0	58	32	1	0	0	0	0	0	0	1	0	0	0	8	3	1	5	0	15	3	13	0	9	1	4	0	0	109	224	98	95	379	0	0	0	0	0	0	4	0	0	0	0	0	3	2	0	0	0	0	0	0	3	0	0	0	0	70	202	896	859	582	0	0	0	0	0	0
ASV0120	0	2	0	0	0	0	12	11	5	58	0	28	0	0	35	6	3	0	0	0	1	0	0	0	0	2	2	0	4	0	0	0	0	0	0	0	3	3	0	4	99	158	81	307	221	0	0	0	0	0	0	0	0	478	0	0	0	0	0	0	308	0	0	0	2	2	5	3	7	22	34	0	2	29	301	399	59	384	6	0	1	0	2	4	14	0	8	10	6	1
ASV0126	0	0	0	0	0	0	0	0	0	0	0	9	14	14	0	6	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	2	0	2	0	0	4	0	0	4	0	1	2	3	0	0	0	0	89	81	1072	1336	19	0	0	0	0	0	0	3	0	0	0	3	6	7	5	3	1	0	0	0	0	0	0	1	0	0	16	46	86	85	47	4	0	1	5	1	2
